current_ratio,leverage,asset_utilisation,After Tax ROE,price_earnings_ratio,For Year,ticker_symbol
1.1934810608553406,0.29431486880466473,0.26243235365940115,11,8.528661995753716,2012,ALL
1.2105056840454724,0.28868715083798885,0.2793636658031088,11,11.199178850102669,2013,ALL
1.2588221642007542,0.2304519368723099,0.3248462836124964,13,11.028257456828886,2014,ALL
1.236615424608004,0.2558801498127341,0.34066847576823117,11,12.126953125,2015,ALL
0.9976245855396645,-263.4583333333333,1.0507961704449627,3650,30.472526923076924,2014,ALLE
1.0114418521498167,59.49609375,0.9138753866548829,601,41.19999875,2015,ALLE
3.5459979884931547,0.06096775127944959,0.46759739288952334,11,103.0077558139535,2013,ALXN
4.669137190758536,0.04984800203996465,0.53165640241392,20,55.73192740963856,2014,ALXN
2.7071103761885076,0.4323768010655043,0.1988241582041689,2,280.5147058823529,2015,ALXN
1.9548933012669003,0.5734471043342192,0.6424233187464644,18,19.773684210526316,2012,AME
2.1438262209855563,0.4512150519702524,0.6114657917059523,16,24.844338679245283,2013,AME
2.0182809340033105,0.5290920590783751,0.6263801862742395,18,22.020920920502093,2014,AME
1.9544626476287896,0.596726013987475,0.5963353754878439,18,21.784552845528456,2015,AME
1.5100129044592077,0.6483459844438197,0.32756219535354814,17,31.94109057437408,2013,AMG
1.5079821589607352,0.7823625371845312,0.28262029060464516,8,38.73511726190476,2012,AMG
1.5180335627378676,0.721317091739627,0.3123108299450514,17,25.819951946472017,2014,AMG
1.5734179517755724,0.6678650734905361,0.3129046346726955,18,16.834562170706008,2015,AMG
1.5018510527152558,1.4540188269370022,0.28243478260869564,23,16.900741037037037,2013,AMGN
1.596285073211353,1.1915199006905113,0.29073019461229693,20,23.424998970588238,2014,AMGN
1.6475810542821565,1.1191468147989887,0.3031812901510168,25,17.740983825136613,2015,AMGN
1.072367216663881,0.3745050593928729,0.07614544752800065,11,13.325532127659574,2012,AMP
1.060065696855936,0.4541015625,0.07767540947321824,16,17.538110213414637,2013,AMP
1.0522497737556562,0.4305112927809339,0.0839399485351791,22,12.374418372093025,2015,AMP
1.0577456179008573,0.4261447562776957,0.08262885558766211,20,15.650887573964498,2014,AMP
1.3284359192919148,2.5736372726344734,0.17735161166970062,10,68.2746457746479,2015,AMT
1.211001223917132,4.096661587673467,0.1657199031831772,16,57.01428571428571,2013,AMT
1.228397392144023,3.677784326025152,0.19282034785794386,21,48.93564257425742,2014,AMT
1.3397669795008296,2.4497980885510935,0.20412182779018226,18,47.99378695652174,2012,AMT
1.2454300338177497,0.7694814263103994,1.6326575543528117,2,-596.8269346153846,2014,AMZN
1.3204550685562095,0.32741637594910733,1.8539306257625936,3,664.650015,2013,AMZN
1.260576679711076,0.6146891811117753,1.652678888597155,4,528.03907421875,2015,AMZN
1.3522828241405236,1.3284182955813164,2.213467103018663,18,16.08090582524272,2013,AN
1.3274701308553005,1.512909608609623,2.2749383906568093,20,16.92156862745098,2014,AN
1.326341524399561,1.4973821989528795,2.1849144341341824,19,15.180661577608141,2015,AN
1.677122952148768,0.6397551538270868,1.0431139471532718,11,7.375302421307506,2012,ANTM
1.7114535483333477,0.6013115177749423,1.192179539903818,10,11.077937529976019,2013,ANTM
1.6479973279893119,0.6368277164523138,1.1977712670831422,11,13.498388614393125,2013,ANTM
1.5958597186201475,0.7118741890548991,1.2825554378153465,11,14.330935457348406,2015,ANTM
1.2832205508383259,0.9686501293562624,0.40457476823861344,21,20.048626215644816,2014,AON
1.3415771871149444,0.5948209224426694,0.3776815587482779,13,18.353135643564357,2012,AON
1.3684520039808197,0.6251688152240639,0.3905656011371525,14,23.49859915966387,2013,AON
1.289961059929718,1.0316082541762202,0.4300544838757179,23,18.703853752535498,2015,AON
2.06546283071482,0.3977211068909387,0.2704776330737442,6,15.858585858585858,2012,APA
2.182536029177437,0.30015570727033175,0.23964501841426417,7,15.540687522603978,2013,APA
1.8641345993669831,0.4335505262752053,0.22681941664283672,20,-4.4573256045519205,2014,APA
1.1576554435979356,3.4204988308651596,0.33876446237129815,917,-0.7266340032679739,2015,APA
1.6442931258106355,0.6206249714050419,0.2613972499596637,4,50.202531645569614,2013,APC
1.4782745744629262,0.7651204055766794,0.3029507766496629,9,-23.775216138328528,2014,APC
1.3825196944378133,1.2222482252905842,0.18773607303964948,52,-3.685887860394537,2015,APC
1.645024918684002,0.879315215548901,0.5275126971027898,9,47.62840153082192,2016,APD
1.6515636565507033,0.8908706209795374,0.570327337101753,14,20.79844670314346,2013,APD
1.707345414037817,0.8306633359580765,0.587150080712747,13,25.842387631974248,2014,APD
1.718754647761638,0.8110084149537867,0.570821194727278,18,19.83535335310924,2015,APD
1.87235882626627,0.7022739889849994,0.8229566579227962,23,9.404069331395348,2012,APH
1.8642889526975972,0.7458646616541353,0.7481679636835279,22,11.1475,2013,APH
1.7128601201422091,0.9135997798720507,0.765184156658412,24,23.809734955752216,2014,APH
1.7674352472807413,0.868766404199475,0.7466346669526976,24,21.145748987854248,2015,APH
1.489214232765011,0.6689143116902796,0.5898603748226685,1,36.14862152255556,2012,ARNC
1.421209590838602,0.7853299348626451,0.6443959487437748,22,-3.723608639602803,2013,ARNC
1.4911202458394859,0.7193239070372176,0.6398308487005862,2,56.36472121095239,2014,ARNC
1.4920349644636877,0.7556865349493608,0.6168966272448533,3,-23.867118053870968,2015,ARNC
2.1232075734372824,0.5055775904809122,0.30581601206478265,11,31.991734710743806,2015,ATVI
4.92542490461325,0,0.3419718309859155,10,10.514851485148514,2012,ATVI
1.8960757780784845,0.7086982784657203,0.32707679132172424,15,18.572916666666664,2013,ATVI
1.97624510730193,0.5978155675376745,0.30105176888403223,12,17.67543859649123,2014,ATVI
2.276904033579268,0.7298139442251469,0.09544019781130696,4,42.52877805755396,2013,AVB
2.581640454485835,0.5764020876921379,0.08966129089778763,6,31.241934562211984,2012,AVB
2.2751881015588427,0.7340428601195723,0.10439904940207222,8,31.30076609195402,2014,AVB
2.3877919478240686,0.6715984491072936,0.1096210835490826,8,33.236462996389896,2015,AVB
1.4155172413793105,1.3652208358090712,0.1832260309726814,9,22.462406015037594,2015,AWK
1.4352797386126959,1.339969871684693,0.19389433069256992,8,18.29064088669951,2012,AWK
1.4587554036913861,1.3183903139808673,0.19081209601553326,8,20.317306730769232,2013,AWK
1.4438242707958229,1.2830111902339776,0.18774161366753958,9,22.58474533898305,2014,AWK
1.1406736484574016,0.1754738960076247,0.22058900352618518,24,14.700767263427108,2012,AXP
1.145624033642319,0.25754000820681167,0.22707742461287694,27,18.478615682281056,2013,AXP
2.2989493791786058,0.2591176470588235,1.1245118404653096,16,37.98635380116959,2015,AYI
2.288464524142214,0.21400168695023497,1.1164518317503391,18,41.24737556221889,2016,AYI
1.102841340676035,1.0467397576457012,0.9767652091561649,63,17.4002672021419,2014,BA
1.1912248675888313,0.6477310924369748,0.9348175647237841,31,22.635158374792702,2013,BA
1.0719289680151691,1.5728492501973166,1.0180705024997883,82,19.227393085106385,2015,BA
1.1200982454290838,1.872047975151505,0.04528469565705298,2,44.65384615384615,2012,BAC
1.1244579019548693,1.5685626490749296,0.04837478291354168,5,16.563829787234045,2013,BAC
1.1308236206941946,1.4521236615449067,0.045226639246503025,2,49.69444166666667,2014,BAC
1.515759738328873,0.8547131738253099,0.6834722903384012,34,8.580232899383887,2012,BAX
1.50492214068373,1.0830674701642444,0.37317633999365685,24,10.210373181432432,2013,BAX
1.4506604506604506,1.1119458128078819,0.41009258550768996,31,8.635550093622559,2014,BAX
1.7293264077829995,0.7370562966312457,0.47523241954707984,11,21.432585393258428,2015,BAX
1.1295326954040932,0.13536251063427546,0.0581954373736443,9,10.624087956204379,2012,BBT
1.1420209546274283,0.18181818181818182,0.05760887383203104,7,16.81081081081081,2013,BBT
1.1494293887846443,0.15303223681501915,0.0535127439331171,9,13.939067741935485,2014,BBT
1.1495064087472144,0.13158280231450964,0.049279103773809584,8,14.598455984555985,2015,BBT
1.7071692234752278,0.6731634900871564,0.6049274959830195,33,15.683840983606558,2013,BCR
1.5489856130425526,0.8199346224167544,0.6526332325334799,16,43.50391514360313,2014,BCR
1.4294567238173932,0.9580842437985295,0.7052023121387283,9,105.24444555555554,2015,BCR
1.709681958907965,0.7872298235177474,0.6629352210058441,26,15.085972398190046,2013,BDX
1.6831643002028398,0.7858697803285177,0.6785570820277979,23,18.566068189233278,2014,BDX
1.3709226467847158,1.789782244556114,0.3883223808444747,10,38.6763860058309,2015,BDX
1.4251657104662174,1.513297523909341,0.48788399906198704,13,39.15686187363835,2016,BDX
2.7330006848644945,0.24733246767910574,0.8006014176272642,6,22.372468825910932,2013,BHI
2.825622426975103,0.22190604026845637,0.8516668401151698,9,14.267175572519083,2014,BHI
3.09432022616294,0.24794453307154252,0.6537375415282392,12,-10.27839688195991,2015,BHI
3.6580310832899334,0.06913112184089495,0.5843382151814814,22,35.56870318066157,2013,BIIB
4.0832643979804315,0.053973540568045146,0.6778556309248535,27,27.330918840579713,2014,BIIB
1.9250690880378998,0.6963020655513827,0.5518539026290964,38,19.91872600780234,2015,BIIB
1.1112607894510398,1.26146091687335,0.039896826837838704,6,19.965713714285716,2013,BK
1.1129436785208286,1.2627432680958524,0.040469093846625254,7,12.598039705882353,2012,BK
1.1076317620205713,1.2716807777570043,0.040614788880439553,7,18.695852534562214,2014,BK
1.1069226941921555,1.0989825696032811,0.0379679008583473,8,15.098901465201466,2015,BK
1.1743605788032851,2.9652790238650635,1.1636584033781354,36,17.1455938697318,2012,BLL
1.1856636041117075,2.9439000489955904,1.0828218505447291,33,18.516129032258064,2013,BLL
1.1580171002921427,3.067370051301907,1.13195086514331,45,20.109143952802363,2014,BLL
1.1467680073190472,4.100935027571325,0.8179400634141352,22,35.47805024390244,2015,BLL
1.6116099488192512,0.5427585700653307,0.49087667493105275,14,27.85470085470086,2012,BMY
1.6465568734533664,0.5503497426422067,0.4245698590381426,17,34.070514102564104,2013,BMY
1.816039354764901,0.46887705032945465,0.5216076603250599,11,73.18085212765958,2015,BMY
1.7859448589723237,0.5273363856719634,0.470502829713473,13,48.78512314049587,2014,BMY
1.5350038093625666,0.8982594936708861,0.41234213864225444,4,-102.44445,2015,BSX
1.6518141945773526,0.6484171891726563,0.43105425140305353,2,-133.55555555555554,2013,BSX
1.6110532790763699,0.6572711785658975,0.43350563909774437,2,-147.22222222222223,2014,BSX
1.6680280046674445,0.619505094614265,0.4225836539582605,59,-1.9826989619377162,2012,BSX
2.06083899416041,0.34336909509633207,1.0751192713604163,18,20.479853479853478,2013,BWA
2.001218229137826,0.3705547259554228,1.1490177089097953,18,19.01384117647059,2014,BWA
1.6740705614567526,0.7176463967132848,0.9090723681974234,17,15.893382352941174,2015,BWA
1.507874781312961,1.7485295949727933,0.11946369500413295,6,54.82383316062176,2012,BXP
1.402707587891071,2.0068282451277644,0.10584412456141533,13,20.609856878850103,2013,BXP
1.4015784663379012,1.7704855880805253,0.12053231176289238,8,45.47349893992933,2014,BXP
1.4506255356640687,1.6142600800254316,0.13552201980298,10,33.65171530343008,2015,BXP
1.1128239191554603,3.270448402266079,0.031952742054851824,4,15.760956573705181,2012,C
1.1219175164360342,2.8987809473473005,0.03616126935909831,7,11.979310574712644,2013,C
1.1287901440934904,2.8255536789019198,0.03778456080048594,3,24.48416334841629,2014,C
1.146988146576712,2.192231933182185,0.03929274900214301,8,9.565619223659889,2015,C
1.3260493072534638,0.6205280424933605,3.498789997311105,18,20.046783040935672,2014,CAH
1.2619107426944653,0.8778772378516624,3.401599097604671,19,22.85519180327869,2015,CAH
1.237739408009286,0.8451327433628318,3.562100697497216,22,17.89220229357798,2016,CAH
1.3247405789186237,1.8139445485560521,0.6555785902751602,18,15.470187052810902,2013,CAT
1.2465003311989402,2.3459333572196344,0.6516692056069248,15,15.280467278797996,2014,CAT
1.2330914642784065,2.5668850023634278,0.6000740343621557,17,19.197739830508475,2015,CAT
1.4309142016574183,0.37698989421029505,0.1951286540184024,10,13.515293764705882,2014,CB
1.423462638816255,0.3499328030220479,0.19380841752660868,10,10.025126005025125,2012,CB
1.4388368729542513,0.3898352124891587,0.2037985398370543,13,9.394736751361162,2013,CB
1.3978506370253034,0.5189977690063498,0.18548150753179768,10,13.415614006888632,2015,CB
1.2454752388669752,2.4372460955645456,0.8341204900364195,21,20.30612244897959,2012,CBG
1.37153102841692,1.3125164509688598,1.0266317482789673,17,27.395832291666668,2013,CBG
1.425725955035436,1.0430262453370387,1.1958121091277627,21,23.299319727891156,2014,CBG
1.3266173334564677,1.6332120743832972,0.9852846397916563,20,21.085367073170733,2015,CBG
1.2234794120713495,3.9510873005016425,0.15120417679255682,6,112.75000625,2012,CCI
1.5067764271072888,1.6738810030783704,0.13914852156659308,1,282.42307692307696,2013,CCI
1.4655299963935804,1.774934728958604,0.16737027885366487,6,75.67307403846154,2014,CCI
1.4742897984240877,1.7278679843666884,0.16626476062505205,21,19.47072004504504,2015,CCI
2.5369843527738265,0.36965209709309665,0.4004893340469455,7,22.35840663716814,2015,CCL
1.717730441816571,0.8481904864129949,0.48540909838393803,26,24.13857157142857,2013,CELG
1.603293482381441,1.0531510544384501,0.4423503901361584,31,44.92369518072289,2014,CELG
1.2812491090689653,2.392532522385538,0.34326741926391835,27,59.2871297029703,2015,CELG
2.3839660468497197,0.2719324997458575,0.6003796634175609,32,1.4040082930200413,2012,CF
1.906122813280971,0.6103307657453557,0.5127035708599844,30,1.8740652110977079,2013,CF
1.5975867698204274,1.0909328455709433,0.4214604325496259,52,2.0069219219440355,2014,CF
1.4636189206889023,1.3859783901665346,0.33820031556884816,16,13.740741077441076,2015,CF
1.1657023329565965,0.19937900844955717,0.038174345913405884,4,16.896774838709675,2015,CFG
2.011633614765364,0.43825513125333593,0.7129889460969717,17,10.714,2012,CHD
2.1735381161342993,0.3492760554806731,0.7498884897997512,17,11.628070000000001,2013,CHD
1.9311566916227352,0.5169608449498073,0.7564690768948431,20,12.877450653594769,2014,CHD
1.9057617406097507,0.5189798339264532,0.7974817355352487,20,13.559104952076678,2015,CHD
1.7546278726544382,0.8173293082407348,0.29597942851649806,5,-10.769689350821919,2012,CHK
1.767278572032823,0.8186308221319162,0.45665597625771864,5,35.17321055972603,2013,CHK
1.807460303379757,0.683310654913329,0.5674707369144315,11,10.139896373056995,2014,CHK
1.1602272727272727,5.039756782039289,0.7353805381114248,687,-0.20062416406598307,2015,CHK
1.4830913527886707,1.0553812505073947,4.19061934370312,43,24.473855882352943,2014,CHRW
2.1573400992266047,0.1686059033271026,4.050713833590386,39,17.179348097826086,2012,CHRW
1.5043889358239573,0.93112445781953,4.549733874978682,44,22.018867169811323,2013,CHRW
1.5656352204721158,0.8257638315441783,4.231962612243975,44,17.619318181818183,2015,CHRW
1.0088077461502567,93.91390728476821,0.47152356172304133,112,-82.88484545454546,2013,CHTR
1.0060226053955945,143.06164383561645,0.3734623585369854,125,-98.01176176470588,2014,CHTR
0.998831360195112,-776.5869565217391,0.24809237969274595,589,-75.34979670781892,2015,CHTR
1.2221994768565905,0.5515405875729348,0.541910149998139,17,9.378947192982457,2012,CI
1.2414265804564875,0.5185956278981736,0.5959216725559482,14,16.568182386363635,2013,CI
1.23891254213234,0.4894189715982922,0.6249149812063719,20,12.912171141781682,2014,CI
1.2671298248729275,0.44187785625259657,0.6634669282511211,17,17.910648959608324,2015,CI
1.5157691999036995,0.13318811264975883,0.2722363405336722,10,15.289405167958655,2015,CINF
1.539876796714579,0.1325117906587555,0.26376146788990823,8,16.146418068535827,2014,CINF
1.4914826498422713,0.17073170731707318,0.24842881314962534,8,15.119691119691119,2012,CINF
1.5236369910282954,0.15469522240527184,0.25653946325444454,9,16.572784493670884,2013,CINF
1.195359214636323,2.3892188213796253,1.275571151261759,113,10.071291040462427,2012,CL
1.1973458904109588,2.454229934924078,1.2456203074722918,97,27.05809087136929,2013,CL
1.0929835959070977,5.3694323144104805,1.2836763503975035,190,29.07142941176471,2014,CL
0.975605776291099,-21.976588628762542,1.3408596755310254,463,43.54248562091503,2015,CL
1.0375243664717348,15.019480519480519,1.2949741662752465,362,21.206496983758704,2014,CLX
1.0291646070192784,18.56779661016949,1.3580691642651297,492,23.375280224719102,2015,CLX
1.070362473347548,7.811447811447811,1.2751217352810977,218,27.622754291417163,2016,CLX
1.1231187794882391,0.03538461538461538,0.0408745247148289,8,16.280822260273972,2013,CMA
1.1198044801243041,0.015671440151310456,0.03768103373514873,8,14.280487804878051,2014,CMA
1.1175427958393582,0.0030423280423280425,0.03921977823225788,7,14.276451194539248,2015,CMA
1.6386740331491714,0.1350568192561499,0.051308269679316405,5,26.68707448979592,2013,CME
2.2278707413968046,0.13336227946085502,0.07159472199921776,4,18.69741623616236,2012,CME
1.4077224365719632,0.1007431835018042,0.0414318639563132,5,26.305638575667654,2014,CME
1.438956251321559,0.1090610068217869,0.047637354074052084,6,24.420484636118598,2015,CME
4.266059720759588,0,1.5998720934862238,21,50.357280623818525,2013,CMG
4.907907206164506,0,1.6255455884639718,22,47.70104599303136,2014,CMG
4.563896350981088,0,1.65178494759393,22,31.362745490196076,2015,CMG
2.0404544195067884,0.23169107856191745,1.1747012493210212,20,17.77679709962169,2013,CMI
1.9668122270742359,0.2175764614789005,1.2192971327074347,21,15.948008628318584,2014,CMI
1.9583333333333333,0.22130704833918444,1.2627197039777984,19,11.19720127226463,2015,CMI
1.2435064935064934,2.405535804977146,0.3180452239026553,14,18.989474736842105,2015,CMS
1.2507001795332136,2.3077591198610308,0.3770096463022508,13,15.654970760233919,2013,CMS
1.239501227548779,2.3811989100817437,0.3741985926505082,13,19.744318181818183,2014,CMS
1.523412979329972,0.5689350888090522,2.9236761893431824,0,512.5,2012,CNC
1.5376906318082788,0.5753646677471637,3.0782091243978464,13,9.890939765100672,2013,CNC
1.427450980392157,0.6422018348623854,2.8434065934065935,16,22.576086521739132,2014,CNC
1.416248552682362,0.6643486323597589,3.1012399509469954,16,22.01003277591973,2015,CNC
1.2316101238556811,2.3429435015112765,0.3258274670980718,10,19.642857142857142,2012,CNP
1.2467932272960494,2.0395010395010393,0.3706447187928669,7,31.753424657534246,2013,CNP
1.2438344413467726,2.070580474934037,0.3976724137931035,13,16.5,2014,CNP
1.1936440440888492,2.677549841086391,0.3462079310021562,20,-11.403727329192547,2015,CNP
1.1648882007504429,0.4464935284662888,0.074953300124533,9,10.095104895104896,2015,COF
1.171229961157521,0.40283665904601246,0.07745475667414096,10,10.70687457846952,2014,COF
1.1486643736303268,0.6376947578952566,0.07596558842891749,9,9.328502415458937,2012,COF
1.16307025824419,0.4138883551114527,0.08141904065900388,10,10.866666808510638,2013,COF
1.7940282617042167,0.5265857510788795,0.3505822030563653,13,57.85074328358209,2013,COG
1.8577714049771699,0.5100722654609756,0.2609324800982949,6,39.476192063492064,2012,COG
1.6503016859267559,0.8176473690375796,0.3996183324027956,5,118.440004,2014,COG
1.6176964384478056,1.0078698459278077,0.2579201919307079,6,-63.17857499999999,2015,COG
1.4278159703860391,0.6174289245982695,0.8285185185185185,39,14.656587688984882,2013,COL
1.3637767908862715,1.150212314225053,0.7049412430978338,32,17.56152125279642,2014,COL
1.3453674709891323,1.1349333333333333,0.7179627601314348,37,15.76878535645472,2015,COL
1.3691597086516256,1.0211742059672761,0.682366679641884,35,15.114694623655915,2016,COL
4.281629149231773,0.1433362375677626,0.5060863600446377,12,21.21674991789819,2013,COO
2.3608311949088727,0.5379053013411531,0.38529497525985007,11,29.215685204991086,2014,COO
2.520151729877126,0.49401433478019474,0.43942136562823536,10,31.15752088495575,2016,COO
1.7217065988067846,0.22491826790522917,0.551676482865843,12,-22.412761067708335,2013,CRM
1.4969416559542852,0.6167789475762792,0.44477593513771,8,-155.20512564102563,2014,CRM
1.0134983941039208,45.47214389737552,0.8770499143676619,159,50.49999999999999,2016,CSRA
1.5092004931281677,0.8735652797704447,0.3832934983208786,17,19.00518134715026,2014,CSX
1.814710748478822,0.7055022117494338,1.1951725870305305,38,15.047619523809525,2016,CTAS
2.026748253378977,0.5946721586996455,0.9770647859735937,14,18.0434790513834,2013,CTAS
1.5566650313122277,1.0682254134480793,0.3406748238783834,4,31.2959992,2012,CTL
1.4969071568967511,1.219591646791926,0.34941201459825827,1,-79.625,2013,CTL
1.4408157276995306,1.364774013179791,0.3672077062501273,5,29.10294264705882,2014,CTL
1.4191509658955401,1.4384779516358464,0.3760188219477355,6,15.924050632911392,2015,CTL
3.9117190142923293,0,1.1264880808627247,22,10.584526790830946,2012,CTSH
4.0695423094490195,0,1.0870936152918884,20,12.405405773955772,2013,CTSH
3.0702364394993045,0.21155784088266452,0.8940412927955397,19,22.21940928270042,2014,CTSH
3.4497927283288887,0.13876763561505048,0.9502962021828647,17,22.47940074906367,2015,CTSH
2.754245044233852,0,0.5599183768849109,10,34.75274725274725,2013,CTXS
1.6511112335930016,0.5948317227514153,0.5701836010005067,12,43.10810743243243,2014,CTXS
1.5647984829157735,0.6643561566924051,0.5991008349859727,16,37.63681691542289,2015,CTXS
2.1295105394783853,0.47314038694712424,1.772236669183234,12,18.9840848806366,2013,CVS
2.047724198846228,0.4819537383423784,1.8785905886476066,12,24.198491959798993,2014,CVS
1.673340453648558,0.9441068932143242,1.6583186386403712,14,20.980686051502147,2015,CVS
2.41537249372784,0.08930297969587765,0.9897331124292864,19,8.058122131147542,2012,CVX
2.4250095565749237,0.13701689322862526,0.8675995948816368,14,11.172630053667262,2013,CVX
2.3966738139425936,0.17943855303558068,0.753663175779811,12,10.987267384916748,2014,CVX
2.3468563415559105,0.2527043662746536,0.4882507901075899,3,36.56910528455285,2015,CVX
1.6765631364989466,0.8951273961426301,0.2118665053367293,12,19.27272679425837,2012,CXO
1.6442328972959166,0.9803544433413013,0.241880860341873,7,45.188284518828446,2013,CXO
1.8160708589965804,0.6569354800836542,0.22636119804829566,10,20.39877300613497,2014,CXO
2.218135656415453,0.47996593759268025,0.14266656309554057,1,171.9629648148148,2015,CXO
1.3027513392624954,2.0274866861364025,0.2618971574576813,15,22.078498976109216,2013,D
1.2913702784670527,2.0813777441332326,0.27402963405781633,3,97.73584716981132,2012,D
1.270153371364444,2.297360450021636,0.22891011835735453,11,34.17777866666667,2014,D
1.2745106539787137,2.3107233101705624,0.19870061397690358,15,21.0716507788162,2015,D
